letdocID	Author	AuthorID	Recipient	RecipientID	letdoc_Date_year	src_city	src_country	src_lng	src_lat	dest_city	dest_country	dst_lng	dst_lat
rousjeVF0080249_1key001cor	Dangirard, T.	dangit0000000846	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080252_1key001cor	Rousselot, M.	rousselot0023151	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080269_1key001cor	Rousseau, Jean	roussjean0023018	Rousseau, Jean Jacques	roussjeanj003042	1761	Nantes	France	-1.553059	47.218115	Montmorency	France	2.31937	48.98746
rousjeVF0080290_1key001cor	Roustan, Antoine Jacques	roustantoi003046	Rousseau, Jean Jacques	roussjeanj003042	1761	Geneva	Switzerland	6.142701	46.208358	Montmorency	France	2.31937	48.98746
rousjeVF0080295_1key001cor	Rousseau, Jean Jacques	roussjeanj003042	Lenieps, Toussaint Pierre	lenietouss023363	1761	Montmorency	France	2.31937	48.98746	Paris	France	2.34121	48.856925
rousjeVF0080297_1key001cor	Marteau, François Joseph	martefranc023312	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080300_1key001cor	Lorenzy, Orlando de	lorenorlan022992	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080301_1key001cor	Neufville-Villeroy, duchesse de Luxembourg, Madeleine Angélique de	neufvmadel001145	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080303b_1key001cor	La *** de La Neuville	laneula000023417	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080316_1key001cor	Bruc de Montplaisir, marquis de La Guerche, Louis François de	brucdlouis023414	Rousseau, Jean Jacques	roussjeanj003042	1761	Nantes	France	-1.553059	47.218115	Paris	France	2.34121	48.856925
rousjeVF0080323a_1key001cor	Neufville-Villeroy, duchesse de Luxembourg, Madeleine Angélique de	neufvmadel001145	Rousseau, Jean Jacques	roussjeanj003042	1761	Paris	France	2.34121	48.856925	Montmorency	France	2.31937	48.98746
rousjeVF0080327_1key001cor	Rousseau, Jean Jacques	roussjeanj003042	Lenieps, Toussaint Pierre	lenietouss023363	1761	Montmorency	France	2.31937	48.98746	Paris	France	2.34121	48.856925
rousjeVF0080329b_1key001cor	Lorenzy, Orlando de	lorenorlan022992	Rousseau, Jean Jacques	roussjeanj003042	1761	Lyon	France	4.8291	45.759361	Paris	France	2.34121	48.856925
rousjeVF0080331_1key001cor	[unknown]	unknown000017184	Rousseau, Jean Jacques	roussjeanj003042	1761	L'Isle-Jourdain	France	1.081588	43.613316	Montmorency	France	2.31937	48.98746
